Date Timestamp	SoftVFC-RR	Artifact	LAP	SoftVFC-Peak	SoftVFC-Threshold
2013-08-25 21:47:55.894	595	0	0	0.0054964656	0.0037535338
2013-08-25 21:47:56.491	621	250	0	0.015717492	0.004347786
2013-08-25 21:47:57.155	372	0	0	0.0060970024	0.0020323342
2013-08-25 21:47:57.608	434	0	0	0.0047009094	0.0018772128
2013-08-25 21:47:58.984	452	0	0	0.0029724585	0.0015930237
2013-08-25 21:47:59.218	340	0	0	0.0030455503	0.0010030015
2013-08-25 21:47:59.688	331	0	0	0.0030455503	0.0010070622
2013-08-25 21:47:59.852	345	0	0	0.025362689	0.0028688542
2013-08-25 21:48:00.158	414	0	0	0.007177014	0.002773551
2013-08-25 21:48:00.468	372	0	0	0.016807979	0.003245069
2013-08-25 21:48:00.937	333	0	0	0.009877905	0.0044476474
2013-08-25 21:48:02.466	547	236	0	0.008228005	0.0029685171
2013-08-25 21:48:02.952	637	0	0	0.0032233007	0.0026528367
2013-08-25 21:48:04.264	369	0	0	0.00608824	0.0024845614
2013-08-25 21:48:04.624	412	0	0	0.0039840476	0.0022532523
2013-08-25 21:48:05.047	334	0	0	0.0049757124	0.0021541386
2013-08-25 21:48:05.468	369	0	0	0.0055622826	0.0017563325
2013-08-25 21:48:05.911	406	0	0	0.0059134495	0.0018279384
2013-08-25 21:48:06.359	343	0	0	0.006529246	0.0019150575
2013-08-25 21:48:07.013	372	0	0	0.0053401715	0.0018880576
2013-08-25 21:48:07.126	365	0	0	0.0039741946	0.0017941698
2013-08-25 21:48:07.564	410	0	0	0.0033579736	0.001222028
2013-08-25 21:48:08.265	353	0	0	0.0040258784	0.0012620052
2013-08-25 21:48:08.621	377	0	0	0.004342238	0.001308357
2013-08-25 21:48:08.938	357	0	0	0.0051507526	0.0013900691
2013-08-25 21:48:09.344	432	0	0	0.0035704547	0.0013567494
2013-08-25 21:48:09.72	335	0	0	0.00394932	0.0012532958
2013-08-25 21:48:10.141	457	0	0	0.0047517903	0.0013635071
