Date Timestamp	SoftVFC-RR	Artifact	LAP	SoftVFC-Peak	SoftVFC-Threshold
2013-08-28 22:16:24.935	399	0	0	0.004492026	0.0013921509
2013-08-28 22:16:25.296	372	0	0	0.0076157837	0.0017742988
2013-08-28 22:16:25.589	374	0	0	0.0116792265	0.002303993
2013-08-28 22:16:26.072	350	0	0	0.004660546	0.0021538974
2013-08-28 22:16:26.4	455	0	0	0.004500008	0.002044915
2013-08-28 22:16:26.853	555	0	0	0.004137082	0.001439515
2013-08-28 22:16:27.774	492	118	0	0.004387482	0.0013838165
2013-08-28 22:16:28.087	345	0	0	0.0043020523	0.0013938568
2013-08-28 22:16:28.555	378	0	0	0.004699133	0.0014226103
2013-08-28 22:16:29.009	365	0	0	163.95425	27.326492
2013-08-28 22:16:36.846	360	0	0	0.002852271	5.112422E-4
2013-08-28 22:16:37.271	372	0	0	0.002530821	5.666363E-4
2013-08-28 22:16:37.725	401	0	0	0.008080676	0.0017685828
2013-08-28 22:16:38.284	410	0	0	0.008545878	0.0021285973
2013-08-28 22:16:38.849	341	0	0	0.005172405	0.0020274818
2013-08-28 22:16:38.985	338	0	0	0.0042196326	0.0019032942
2013-08-28 22:16:39.422	424	0	0	0.0030903707	0.0017577658
2013-08-28 22:16:39.836	318	0	0	0.005773069	0.00147724
2013-08-28 22:16:40.13	390	0	0	0.0055058207	0.0015965845
2013-08-28 22:16:40.519	432	0	0	0.00580702	0.0016813567
2013-08-28 22:16:41.692	367	0	0	0.004336053	0.0013145739
2013-08-28 22:16:42.127	421	0	0	0.47558686	0.053719368
2013-08-28 22:16:45.861	372	0	0	0.005256277	6.321322E-4
2013-08-28 22:16:46.347	387	0	0	16.808224	0.93431693
2013-08-28 22:16:52.39	554	0	0	0.11516003	0.06713668
2013-08-28 22:16:54.561	566	0	0	0.40875712	0.17774667
2013-08-28 22:16:55.108	528	0	0	2.0729876	0.30605897
2013-08-28 22:16:58.856	572	0	0	3.0238054	0.57647157
2013-08-28 22:16:59.669	674	0	0	1.7498214	0.578739
2013-08-28 22:17:01.825	451	0	0	0.7057263	0.60595703
2013-08-28 22:17:07.164	372	0	0	0.0048538176	0.001176494
2013-08-28 22:17:07.539	372	0	0	0.0031280327	0.00114304
2013-08-28 22:17:08.056	371	0	0	0.0053012143	0.0012678463
2013-08-28 22:17:08.509	397	0	0	0.0059424005	0.0013866719
2013-08-28 22:17:08.978	357	0	0	0.0053895568	0.0018886594
2013-08-28 22:17:09.29	379	0	0	0.010343215	0.0024083524
2013-08-28 22:17:09.774	355	0	0	0.0049797012	0.0022212395
2013-08-28 22:17:10.086	409	0	0	0.0048410124	0.0020997259
2013-08-28 22:17:10.572	364	0	0	0.0060387217	0.0020852562
2013-08-28 22:17:11.024	457	0	0	0.004401572	0.001740049
2013-08-28 22:17:11.845	344	0	0	0.00567184	0.0017918226
2013-08-28 22:17:12.251	366	0	0	0.004821236	0.0017548738
2013-08-28 22:17:12.585	354	0	0	0.0057647564	0.001782659
2013-08-28 22:17:13.054	378	0	0	0.006115623	0.0019800633
