Date Timestamp	SoftVFC-RR	Artifact	LAP	SoftVFC-Peak	SoftVFC-Threshold
2015-05-29 15:14:49.09	445	0	0	6.6647563E-6	4.13288E-6
2015-05-29 15:14:49.473	456	0	0	6.8079653E-6	3.5116936E-6
2015-05-29 15:14:50.232	584	264	0	4.4485682E-6	2.6706557E-6
2015-05-29 15:14:50.769	343	0	0	5.4185143E-6	1.8061714E-6
2015-05-29 15:14:51.006	354	0	0	4.7321837E-6	1.7299125E-6
2015-05-29 15:14:51.386	366	0	0	4.3825003E-6	1.6626427E-6
2015-05-29 15:14:51.77	368	0	0	3.963463E-6	1.5943451E-6
2015-05-29 15:14:52.025	370	0	0	4.6653863E-6	1.587809E-6
2015-05-29 15:14:52.405	376	0	0	6.3872935E-6	1.8421133E-6
2015-05-29 15:14:52.785	375	0	0	5.8050177E-6	1.8730775E-6
2015-05-29 15:14:53.169	366	0	0	6.3593966E-6	1.9347578E-6
2015-05-29 15:14:53.546	372	0	0	4.4455564E-6	1.8441766E-6
2015-05-29 15:14:53.926	397	0	0	3.321579E-6	1.721346E-6
2015-05-29 15:14:54.31	351	0	0	5.9901745E-6	1.5519589E-6
2015-05-29 15:14:54.688	366	0	0	6.489825E-6	1.755731E-6
2015-05-29 15:14:55.073	383	0	0	4.0292716E-6	1.652571E-6
2015-05-29 15:14:55.45	371	0	0	4.145758E-6	1.5984406E-6
