Timestamp	SoftVFC RR	SoftVFC RR FIL	Artifact	LAP	Peak RR
2014-03-14 15:15:10.799	378	378	0	0	8.118003E-11	
2014-03-14 15:15:11.186	379	379	0	0	1.185596E-10	
2014-03-14 15:15:11.565	379	379	0	0	6.2782876E-11	
2014-03-14 15:15:11.941	373	373	0	0	8.5202574E-11	
2014-03-14 15:15:12.321	345	345	0	0	8.421477E-11	
2014-03-14 15:15:12.705	387	387	0	0	8.298345E-11	
2014-03-14 15:15:13.09	356	356	0	0	8.486347E-11	
2014-03-14 15:15:13.471	373	373	0	0	9.532314E-11	
