Timestamp	SoftVFC RR	SoftVFC RR FIL	Artifact	LAP	Peak RR
2014-03-14 15:15:10.798	380	380	0	0	1.6199549E-10	
2014-03-14 15:15:11.185	404	404	0	0	1.1816446E-10	
2014-03-14 15:15:11.562	325	325	0	0	1.06850355E-10	
2014-03-14 15:15:11.94	371	371	0	0	1.6731025E-10	
2014-03-14 15:15:12.321	380	380	0	0	1.437448E-10	
2014-03-14 15:15:12.703	364	364	0	0	2.7676678E-10	
2014-03-14 15:15:13.088	374	374	0	0	1.723147E-10	
2014-03-14 15:15:13.469	390	390	0	0	1.5852979E-10	
